Date,Time,1RSS(dB),2RSS(dB),TPWR(mW),Lipo,Curr(mA),Temp(Â°C),Rpm(kmh),Capa,ST,TH,P1,P2,P3,P4,SA,SB,SC,SD,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2025-02-25,12:25:50.830,-41,-50,10,3692,160,19,541,16,-3,-10,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1495,1496,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:51.330,-45,-50,10,3692,147,19,541,16,-3,226,136,813,0,0,0,-1,-1,-1,0x1002487FC0060015,1501,1578,1517,1500,2012,1499,1613,1500,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1372,1628,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:51.830,-46,-43,10,3691,890,19,541,17,-3,37,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1508,1553,1500,2012,1499,1518,1500,1500,1498,988,1500,1500,1499,1500,1500,1500,1495,1365,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:52.330,-40,-42,10,3686,1500,19,541,17,-3,97,135,813,0,0,0,-1,-1,-1,0x1002487FC0060015,1501,1535,1553,1500,2012,1499,1548,1500,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1372,1628,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:52.830,-38,-39,10,3680,2167,19,541,17,-3,65,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1510,1553,1500,2012,1499,1532,1500,1500,1499,988,1500,1500,1499,1500,1500,1500,1487,1159,1866,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:53.330,-37,-40,10,3674,1177,21,541,17,-4,32,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1497,1553,1500,2012,1498,1516,1500,1500,1498,988,1500,1500,1499,1500,1500,1500,1486,1147,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:53.830,-43,-42,10,3682,1062,22,541,17,-3,-11,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1484,1553,1500,2012,1499,1495,1496,1500,1499,988,1500,1500,1499,1500,1500,1500,1484,1104,1935,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:54.330,-45,-33,10,3685,612,22,541,17,-3,23,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1503,1553,1500,2012,1499,1511,1500,1500,1499,988,1500,1500,1499,1500,1500,1500,1495,1372,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:54.830,-45,-32,10,3686,3067,22,541,18,-3,-6,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1483,1553,1500,2012,1499,1497,1498,1500,1499,988,1500,1500,1499,1500,1500,1500,1483,1065,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:55.330,-36,-29,10,3685,2935,22,541,18,-3,185,135,813,0,0,0,-1,-1,-1,0x1002487FC0060015,1501,1564,1553,1500,2012,1499,1592,1500,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1372,1628,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:55.830,-36,-30,10,3683,962,22,541,18,-3,-11,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1493,1553,1500,2012,1499,1495,1496,1500,1499,988,1500,1500,1499,1500,1500,1500,1494,1337,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:56.330,-35,-28,10,3685,592,22,541,18,-3,-12,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1495,1553,1500,2012,1499,1494,1496,1500,1499,988,1500,1500,1499,1500,1500,1500,1495,1372,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:56.830,-35,-34,10,3687,4875,22,541,18,-3,206,135,813,0,0,0,-1,-1,-1,0x1002487FC0060015,1501,1571,1553,1500,2012,1499,1603,1500,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1372,1628,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:57.330,-35,-32,10,3670,6775,22,541,19,-3,855,135,813,0,0,0,-1,-1,-1,0x1002487FC0062015,1501,1855,1553,1500,2012,1499,1927,1500,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1372,1628,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:57.830,-35,-32,10,3631,1817,22,541,20,-3,-194,135,813,0,0,0,-1,-1,-1,0x1002487FC20E0015,1501,1419,1553,1500,2012,1499,1403,1419,1500,1499,988,1500,1500,1499,1500,1500,1500,1419,1297,2012,1500,1544,1500,988,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:58.330,-47,-33,10,3670,445,22,541,20,-3,-14,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1495,1553,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1495,1372,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:58.830,-47,-36,10,3685,567,22,541,20,-3,-14,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1495,1553,1500,2012,1499,1494,1495,1500,1499,988,1500,1500,1499,1500,1500,1500,1495,1372,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:59.330,-42,-42,10,3685,595,22,541,20,-3,-14,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1500,1553,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:25:59.830,-49,-36,10,3685,575,21,541,20,-3,-14,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1500,1553,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:00.330,-35,-41,10,3686,570,21,541,20,-3,-14,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1500,1553,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:00.830,-34,-41,10,3686,517,21,541,20,-3,-18,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060015,1501,1500,1519,1500,2012,1499,1491,1493,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:01.330,-38,-51,10,3688,187,21,541,20,-3,-16,136,814,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1492,1493,1500,1498,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:01.830,-43,-37,10,3690,167,21,541,20,-3,-15,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:02.330,-43,-34,10,3691,165,20,541,20,-3,-16,136,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1492,1493,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:02.830,-43,-35,10,3691,155,20,541,20,-3,-17,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1492,1493,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:03.330,-43,-40,10,3691,177,20,541,20,-3,-18,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1491,1493,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:03.830,-38,-45,10,3692,147,19,541,20,-3,-16,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1502,1500,1500,1500,2012,1499,1492,1493,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:04.330,-36,-45,10,3692,150,19,541,20,-3,-17,136,813,0,0,0,-1,1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1492,1493,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:04.830,-50,-40,10,3692,147,19,541,20,-3,-15,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:05.330,-37,-45,10,3692,147,19,541,20,-3,-14,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:05.830,-42,-43,10,3692,192,19,541,20,-3,-14,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:06.330,-43,-35,10,3692,157,19,541,20,-3,-15,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:06.830,-44,-41,10,3692,200,19,541,20,-3,-13,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1494,1495,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:07.330,-44,-45,10,3692,165,19,541,20,-3,-14,136,814,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:07.830,-45,-45,10,3693,150,19,541,20,-3,-15,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:08.330,-40,-50,10,3693,147,19,541,20,-3,-18,135,814,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1491,1493,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:08.830,-44,-48,10,3693,145,19,541,21,-3,-13,136,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1494,1495,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:09.330,-55,-48,10,3693,155,19,541,21,-3,-14,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:09.830,-49,-53,10,3693,160,19,541,21,-2,-15,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1502,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:10.330,-45,-53,10,3693,160,19,541,21,-2,-14,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1502,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:10.830,-41,-53,10,3693,147,19,541,21,-2,-13,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1494,1495,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:11.330,-39,-35,10,3693,145,19,541,21,-2,-15,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:11.830,-36,-39,10,3693,145,19,541,21,-2,-9,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1502,1500,1500,1500,2012,1499,1496,1497,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:12.330,-39,-33,10,3693,150,19,541,21,-2,-12,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1502,1500,1500,1500,2012,1499,1494,1496,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:12.830,-39,-27,10,3693,150,19,541,21,-2,-14,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1502,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:13.330,-39,-25,10,3693,155,19,541,21,-3,-16,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1502,1500,1500,1500,2012,1499,1492,1493,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:13.830,-39,-20,10,3693,150,19,541,21,-2,-16,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1502,1500,1500,1500,2012,1499,1492,1493,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:14.330,-27,-26,10,3694,150,20,541,21,-3,-15,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1502,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:14.830,-27,-29,10,3694,157,20,541,21,-2,-14,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:15.330,-27,-29,10,3694,157,20,541,21,-2,-22,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1502,1500,1500,1500,2012,1499,1489,1491,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:15.830,-27,-29,10,3694,147,20,541,21,-2,-19,135,813,0,0,0,-1,-1,-1,0x10024C7FC0060014,1502,1500,1500,1500,2012,1499,1491,1492,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:16.330,-27,-29,10,3694,147,20,541,21,-2,-19,135,813,0,0,0,-1,1,-1,0x10024C7FC0060014,1502,1500,1500,1500,2012,1499,1491,1492,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:16.830,-27,-30,10,3694,160,20,541,21,-3,-18,135,813,0,0,0,-1,1,-1,0x10024C7FC0060014,1501,1500,1500,1500,2012,1499,1491,1493,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:17.330,-38,-33,10,3694,147,19,541,21,-2,-18,135,813,0,0,0,-1,1,-1,0x10024F7FC0060014,1502,1500,1500,1500,2012,1499,1491,1493,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:17.830,-38,-32,10,3694,157,19,541,21,-3,-15,135,813,0,0,0,-1,-1,-1,0x10024E7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:18.330,-43,-43,10,3694,150,19,541,21,-3,-12,136,814,0,0,0,-1,-1,-1,0x10024E7FC0060014,1501,1500,1500,1500,2012,1499,1494,1496,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:18.840,-42,-42,10,3694,147,19,541,21,-3,5,135,813,0,0,0,-1,-1,-1,0x10020C7FC0060014,1501,1501,1500,1500,2012,1499,1502,1500,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:19.330,-45,-39,10,3694,147,19,541,21,-3,-14,136,813,0,0,0,-1,-1,-1,0x10020C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:19.830,-35,-44,10,3694,150,20,541,21,-3,-14,135,813,0,0,0,-1,-1,-1,0x10020C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:20.330,-39,-32,10,3694,147,20,541,21,-2,-15,135,813,0,0,0,-1,-1,-1,0x10020C7FC0060014,1501,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:20.830,-41,-29,10,3694,147,20,541,21,-3,-16,135,813,0,0,0,-1,-1,-1,0x10020C7FC0060014,1501,1500,1500,1500,2012,1499,1492,1493,1500,1499,988,1500,1500,1499,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
2025-02-25,12:26:21.330,-35,-35,10,3694,192,20,541,21,-3,-15,135,813,0,0,0,-1,-1,-1,0x10020C7FC0060014,1502,1500,1500,1500,2012,1499,1493,1494,1500,1499,988,1500,1500,1500,1500,1500,1500,1500,1500,2012,1500,1544,1500,2012,1500,1500,1500,1500,1500,1500,1500,2012,8.3
